0,0
0.006,0
0.012,0
0.017,0
0.023,0
0.029,0
0.035,0
0.041,0
0.046,0
0.052,0
0.058,0
0.064,0
0.07,0
0.075,0
0.081,0
0.087,0
0.093,0
0.099,0
0.104,0
0.11,0
0.116,0
0.122,0
0.128,0
0.134,0
0.139,0
0.145,0
0.151,0
0.157,0
0.163,0
0.168,0
0.174,0
0.18,0
0.186,0
0.192,0
0.197,0
0.203,0
0.209,0
0.215,0
0.221,0
0.226,0
0.232,0
0.238,0
0.244,0
0.25,0
0.255,0
0.261,0
0.267,0
0.273,0
0.279,0
0.284,0
0.29,0
0.296,0
0.302,0
0.308,0
0.313,0
0.319,0
0.325,0
0.331,0
0.337,0
0.342,0
0.348,0
0.354,0
0.36,0
0.366,0
0.372,0
0.377,0
0.383,0
0.389,0
0.395,0
0.401,0
0.406,0
0.412,0
0.418,150.95
0.424,151.82
0.43,153.38
0.435,150.11
0.441,149.56
0.447,149.09
0.453,150.63
0.459,151.66
0.464,152.71
0.47,153.5
0.476,154.98
0.482,155.45
0.488,154.93
0.493,154.84
0.499,155.34
0.505,155.28
0.511,154.16
0.517,152.22
0.522,151.33
0.528,152.21
0.534,152.36
0.54,150.67
0.546,148.45
0.551,152.28
0.557,151.91
0.563,153.32
0.569,153.38
0.575,152.02
0.58,153.79
0.586,157.44
0.592,155.89
0.598,155.44
0.604,154.86
0.61,156.57
0.615,152.17
0.621,151.34
0.627,151.91
0.633,149.99
0.639,153.03
0.644,0
0.65,0
0.656,177.29
0.662,175.88
0.668,173.1
0.673,173.93
0.679,176
0.685,175.44
0.691,175.39
0.697,178.18
0.702,180.06
0.708,180.82
0.714,183.46
0.72,185.58
0.726,187.16
0.731,189.45
0.737,190.57
0.743,192.01
0.749,191.48
0.755,191.08
0.76,191.81
0.766,192.89
0.772,195.41
0.778,195.34
0.784,193.12
0.789,187.79
0.795,184.22
0.801,183.9
0.807,179.41
0.813,176.47
0.819,177.1
0.824,181.38
0.83,179.04
0.836,176.49
0.842,0
0.848,0
0.853,0
0.859,0
0.865,0
0.871,0
0.877,0
0.882,0
0.888,0
0.894,0
0.9,0
0.906,0
0.911,0
0.917,0
0.923,0
0.929,0
0.935,0
0.94,0
0.946,0
0.952,0
0.958,0
0.964,150.76
0.969,146.29
